date,open,high,low,close,volume
2024-09-11,0.54070000,0.54130000,0.52310000,0.53480000,187554599.00000000
2024-09-12,0.53470000,0.58840000,0.53340000,0.56260000,380827353.00000000
2024-09-13,0.56250000,0.57450000,0.55560000,0.57280000,270151559.00000000
2024-09-14,0.57270000,0.59920000,0.57040000,0.59560000,231500545.00000000
2024-09-15,0.59560000,0.59580000,0.56860000,0.57060000,126437096.00000000
2024-09-16,0.57060000,0.59160000,0.55980000,0.58660000,247830927.00000000
2024-09-17,0.58650000,0.59340000,0.57890000,0.58390000,173044465.00000000
2024-09-18,0.58380000,0.58580000,0.56200000,0.58520000,204818640.00000000
2024-09-19,0.58520000,0.59450000,0.58100000,0.58680000,222336927.00000000
2024-09-20,0.58680000,0.59300000,0.57630000,0.58510000,217408757.00000000
2024-09-21,0.58510000,0.61280000,0.58000000,0.59760000,144964801.00000000
2024-09-22,0.59770000,0.60530000,0.57780000,0.58710000,120373196.00000000
2024-09-23,0.58710000,0.59600000,0.57870000,0.58470000,161038706.00000000
2024-09-24,0.58480000,0.59270000,0.58140000,0.59110000,169233403.00000000
2024-09-25,0.59120000,0.59570000,0.58240000,0.58310000,179932001.00000000
2024-09-26,0.58310000,0.59640000,0.57390000,0.59050000,226481301.00000000
2024-09-27,0.59050000,0.59720000,0.58240000,0.58880000,222819497.00000000
2024-09-28,0.58890000,0.62590000,0.58560000,0.61380000,442520365.00000000
2024-09-29,0.61390000,0.66490000,0.60760000,0.64120000,442349596.00000000
2024-09-30,0.64120000,0.65480000,0.60880000,0.61140000,396654376.00000000
2024-10-01,0.61140000,0.63420000,0.57780000,0.59670000,579510147.00000000
2024-10-02,0.59680000,0.60690000,0.52670000,0.53830000,634074670.00000000
2024-10-03,0.53830000,0.54450000,0.50680000,0.52170000,562879573.00000000
2024-10-04,0.52180000,0.53900000,0.51000000,0.53400000,341840613.00000000
2024-10-05,0.53400000,0.53520000,0.52600000,0.52940000,107009165.00000000
2024-10-06,0.52940000,0.53720000,0.52790000,0.53360000,90314821.00000000
2024-10-07,0.53360000,0.54590000,0.52860000,0.52860000,246483895.00000000
2024-10-08,0.52870000,0.53580000,0.52090000,0.53100000,164201090.00000000
2024-10-09,0.53100000,0.53460000,0.52100000,0.52450000,169687079.00000000
2024-10-10,0.52450000,0.54500000,0.52280000,0.53050000,267008101.00000000
2024-10-11,0.53050000,0.54190000,0.52960000,0.53880000,196729073.00000000
2024-10-12,0.53870000,0.54320000,0.53530000,0.53930000,83887179.00000000
2024-10-13,0.53930000,0.53950000,0.52520000,0.53210000,94059459.00000000
2024-10-14,0.53210000,0.55240000,0.52820000,0.54830000,219397937.00000000
2024-10-15,0.54840000,0.55560000,0.53150000,0.54170000,283568637.00000000
2024-10-16,0.54170000,0.55380000,0.53750000,0.54820000,222285502.00000000
2024-10-17,0.54810000,0.56660000,0.54190000,0.54410000,312103613.00000000
2024-10-18,0.54410000,0.55320000,0.53970000,0.54650000,219767509.00000000
2024-10-19,0.54650000,0.55000000,0.54060000,0.54400000,90144479.00000000
2024-10-20,0.54400000,0.54900000,0.53660000,0.54820000,117461950.00000000
2024-10-21,0.54820000,0.56080000,0.54090000,0.54490000,283328526.00000000
2024-10-22,0.54490000,0.54980000,0.52910000,0.53390000,250206589.00000000
2024-10-23,0.53380000,0.53410000,0.51170000,0.52580000,211146628.00000000
2024-10-24,0.52590000,0.53380000,0.52410000,0.53200000,195840193.00000000
2024-10-25,0.53200000,0.53220000,0.48600000,0.50220000,350905027.00000000
2024-10-26,0.50220000,0.51540000,0.49890000,0.51340000,121828009.00000000
2024-10-27,0.51350000,0.51800000,0.51080000,0.51680000,65734998.00000000
2024-10-28,0.51680000,0.52170000,0.51130000,0.51950000,159504690.00000000
2024-10-29,0.51950000,0.53050000,0.51850000,0.52840000,220863830.00000000
2024-10-30,0.52850000,0.52850000,0.51940000,0.52290000,177555669.00000000
2024-10-31,0.52290000,0.52380000,0.50310000,0.50950000,195063825.00000000
2024-11-01,0.50960000,0.52440000,0.50250000,0.51310000,277144347.00000000
2024-11-02,0.51300000,0.51600000,0.50630000,0.51030000,68679320.00000000
2024-11-03,0.51030000,0.51110000,0.49170000,0.50300000,176012483.00000000
2024-11-04,0.50300000,0.51470000,0.49570000,0.50350000,211259474.00000000
2024-11-05,0.50350000,0.51910000,0.50190000,0.51400000,190711816.00000000
2024-11-06,0.51400000,0.54690000,0.51400000,0.54180000,452294069.00000000
2024-11-07,0.54180000,0.57850000,0.53770000,0.55560000,348528218.00000000
2024-11-08,0.55560000,0.56000000,0.54130000,0.55370000,261155203.00000000
2024-11-09,0.55370000,0.56200000,0.54360000,0.55930000,230978970.00000000
